artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Royal Bliss,Crazy,0sEcHRsLkBBsdi3fCywLan,31,2012,alt-rock,0.48,0.843,1,-4.929,1,0.0533,0.0131,0.0,0.115,0.165,111.515,219133,4,2
Die Antwoord,Fok Julie Naaiers,5CBsghtLAktf95cugvqQyL,40,2012,alt-rock,0.603,0.616,2,-5.763,1,0.496,0.0917,9.92e-06,0.224,0.602,81.693,234893,4,0
Mœnia,Mejor Ya No,5I0mHRslbpjbmcihfXZapg,53,2012,alt-rock,0.582,0.918,10,-4.171,0,0.0559,0.0126,0.000537,0.111,0.708,125.059,229000,4,1
Tenth Avenue North,The Struggle,53qbVEte9KmA50WLeUWHK0,31,2012,alt-rock,0.489,0.825,7,-6.578,1,0.0521,0.00732,0.0039,0.179,0.167,152.096,268800,4,2
The Smashing Pumpkins,My Love Is Winter,6vnbECLYsIljpHcyi4Fan3,28,2012,alt-rock,0.164,0.928,11,-6.691,0,0.0992,0.000486,0.351,0.179,0.296,182.206,212067,4,2
Inspector,Osito Dormilón (feat. Tony Hernandez El Gran Silencio),0AisSsUIcNNDPBFUuShQxr,50,2012,alt-rock,0.671,0.872,10,-3.269,1,0.0448,0.035,0.0,0.122,0.915,149.99,246100,4,1
Otherwise,I Don't Apologize (1000 Pictures),2aik552l5dBQIASmQljVzX,32,2012,alt-rock,0.476,0.947,0,-3.004,1,0.0614,0.00407,4.13e-05,0.129,0.6,168.03,242573,4,2
Soundgarden,Bones Of Birds,5rVGJzB86YpW3PzlHeptEE,33,2012,alt-rock,0.555,0.724,7,-5.561,1,0.0305,0.00557,0.00234,0.101,0.184,126.092,262720,1,2
Incubus,Wish You Were Here,5N9d1MhLj7eO0gFXlusyji,29,2012,alt-rock,0.418,0.784,9,-6.657,1,0.0306,0.000532,0.409,0.098,0.343,169.977,213280,4,3
Dinosaur Jr.,Watch the Corners,44KwU2Jm6KYuxUxKfJ2DUB,29,2012,alt-rock,0.265,0.943,4,-4.202,1,0.106,0.0997,0.00357,0.12,0.347,131.158,300387,5,2
Red Hot Chili Peppers,Havana Affair - 2012 Remaster,4QqVaqIPd59g3JXHfBiaIl,41,2012,alt-rock,0.51,0.849,11,-2.878,0,0.0272,0.0926,0.000601,0.107,0.853,75.755,139387,3,1
Django Django,Hail Bop,1DdwD53bHE7mQOkl2vrLXH,29,2012,alt-rock,0.615,0.751,10,-7.38,0,0.0321,0.0129,0.592,0.24,0.531,123.739,243693,4,3
Garbage,Not Your Kind Of People,6YO4a8hliYuF9FefolWOLX,27,2012,alt-rock,0.372,0.688,0,-6.759,1,0.032,0.0199,0.000106,0.355,0.151,122.48,297187,4,2
Joyce Manor,Comfortable Clothes,0MrlO14Cfv9nlBXuZlZ1AC,31,2012,alt-rock,0.271,0.997,7,-3.716,1,0.136,0.00892,0.0135,0.326,0.533,186.733,64280,4,2
Chicano Batman,La Tigresa,3FOYOAnJuBqyZ1BYQ1y5gZ,30,2012,alt-rock,0.542,0.505,6,-7.338,1,0.0366,0.0664,0.792,0.305,0.584,125.393,167867,4,3
Sent By Ravens,However Long It Takes,6aO65YJvbGvg0QyYTauj73,31,2012,alt-rock,0.459,0.822,10,-2.87,0,0.0393,0.000118,0.0,0.107,0.518,129.947,185574,4,2
for KING & COUNTRY,Light It Up,75Nt1Z4pO0RMZblsfXEm89,32,2012,alt-rock,0.57,0.566,11,-6.416,0,0.0352,0.122,1.48e-06,0.0778,0.248,114.035,212653,4,2
Sleigh Bells,Demons,3DLLexIa5f21kNFkXkRHKL,33,2012,alt-rock,0.417,0.974,0,-4.0,1,0.0634,0.026,0.408,0.0543,0.199,149.934,183480,4,2
Jason Isbell and the 400 Unit,Outfit - Live,0kdXHcBaRpg2o9mSRRS8P4,31,2012,alt-rock,0.248,0.535,7,-7.217,1,0.0295,0.152,0.00616,0.847,0.296,153.128,330747,3,2
Incubus,Stellar,35CAC53yYOrjYcVagHEc6M,28,2012,alt-rock,0.578,0.803,2,-5.338,1,0.0395,0.00124,0.0167,0.349,0.519,128.144,200693,4,1
Silversun Pickups,Busy Bees,2pqYWzZ2MUbuZeNQ6wopp4,30,2012,alt-rock,0.579,0.755,10,-6.416,0,0.0412,0.00296,0.246,0.0933,0.518,127.93,339640,4,1
Passion,Lay Me Down - Live,090yW5nfZqCi8jVtf9WxvP,34,2012,alt-rock,0.456,0.805,0,-4.308,1,0.0348,8.3e-05,3.55e-06,0.924,0.21,128.001,325253,4,2
Three Souls In My Mind,Chavo de Onda,5OefRQlG7PuOMXuRLq5wuf,44,2012,alt-rock,0.545,0.716,0,-11.261,1,0.055,0.0216,0.118,0.324,0.894,148.645,208867,4,1
David Crowder Band,Let Me Feel You Shine,0ZTyFGPppafGevwTaMw6MC,30,2012,alt-rock,0.369,0.841,11,-4.34,1,0.0469,0.000448,7.59e-06,0.554,0.33,155.073,260120,4,2
Jesse Labelle,Heartbreak Coverup,7FdAH3WFDqv0ldbSCASpTH,28,2012,alt-rock,0.525,0.903,11,-4.593,1,0.0812,0.265,0.0,0.339,0.465,153.772,199973,4,2
Joyce Manor,If I Needed You There,0xFTzi8fcPo62vypv7FJzz,31,2012,alt-rock,0.411,0.987,0,-3.521,1,0.0598,0.000112,0.00245,0.119,0.811,130.233,67573,4,1
Capital Lights,Rhythm 'N' Moves,0ZvAw2h9im8Yy1PE3CZcyQ,31,2012,alt-rock,0.643,0.824,10,-4.153,1,0.0346,0.0231,1.77e-06,0.33,0.735,144.985,225987,4,1
Black Veil Brides,Done For You,5hP8PcLnppxeI5lxJo258f,33,2012,alt-rock,0.274,0.456,0,-12.342,1,0.0388,0.102,0.0538,0.106,0.168,80.908,153707,4,2
Great Lake Swimmers,Think That You Might Be Wrong,7gDVfCpKKC8M5OnAH2LoyR,38,2012,alt-rock,0.483,0.39,7,-9.762,1,0.0326,0.724,0.00791,0.091,0.313,170.643,254920,3,2
Ben Folds Five,Erase Me,4TtZOvGeDao0dBzBd0YiA1,31,2012,alt-rock,0.449,0.708,7,-6.829,0,0.0438,0.0818,0.000346,0.0866,0.309,75.874,315640,4,2
Old Crow Medicine Show,Levi,0QDROVQXDVdoM8WMuYRnyD,31,2012,alt-rock,0.501,0.731,7,-6.135,1,0.0385,0.304,0.0,0.0661,0.879,201.077,170187,4,1
Kaiser Chiefs,Modern Way,79OZ0siOCyDrSixL308XtZ,33,2012,alt-rock,0.524,0.789,1,-3.847,0,0.0397,0.0255,1.34e-05,0.0998,0.238,147.599,243800,4,2
The Heavy,Be Mine,45fA23uWKnBCaIXcPOkRgl,36,2012,alt-rock,0.595,0.726,11,-6.499,0,0.0315,0.000179,0.000367,0.487,0.743,97.006,253641,4,1
Café Tacvba,Olita Del Altamar,067AqILNtaIPWQNeIM7nte,43,2012,alt-rock,0.399,0.874,0,-4.76,1,0.0328,0.000192,0.0187,0.0678,0.594,180.044,222987,3,2
3 Doors Down,Duck And Run,5vzJIQ8Cxa9S2bluSsri1Z,29,2012,alt-rock,0.442,0.95,4,-4.241,0,0.0387,0.00171,0.0,0.0837,0.665,87.803,232040,4,1
Peter Furler,I'm Alive,0nyWPcUoM3NC3AvhQJDCej,30,2012,alt-rock,0.588,0.884,0,-5.672,1,0.0348,0.000104,4.17e-05,0.319,0.577,124.905,226933,4,1
Chris Smither,Hundred Dollar Valentine,2oYW9d2IUTkMzU9dHYZbZE,33,2012,alt-rock,0.715,0.91,7,-4.994,1,0.0297,0.703,2.11e-06,0.177,0.937,105.242,185240,4,1
Saint Motel,You Do It Well,4Ye1sGoLNMTakduFIoDGqz,31,2012,alt-rock,0.583,0.799,5,-5.822,1,0.0758,0.084,0.0,0.308,0.425,117.045,192187,4,1
Silversun Pickups,Skin Graph,6QttDorIxNUehXGiqtiq1P,30,2012,alt-rock,0.32,0.522,1,-9.763,0,0.0393,0.146,0.0526,0.118,0.0977,132.702,362627,4,2
Soundgarden,Non-State Actor,3zTcMQUVeOgNELB4rSATdG,33,2012,alt-rock,0.526,0.924,9,-3.832,1,0.0517,2.98e-05,0.001,0.0294,0.856,90.027,237307,4,1
Youngblood Hawke,Stars (Hold On),4ubPQQahi6sMo1HlgYJtsy,28,2012,alt-rock,0.479,0.828,7,-6.511,1,0.036,0.0318,0.000118,0.158,0.625,175.076,221427,4,2
Disciple,Outlaws,7tL4AIGQBmft4BB712y2Gh,30,2012,alt-rock,0.504,0.904,6,-4.815,0,0.0551,3.51e-05,0.000185,0.207,0.869,144.03,212813,4,1
tofubeats,水星 (feat. 仮谷せいら) - Young & Fresh mix,3vx7scXGpUeZKYLzKOYM1m,43,2012,alt-rock,0.817,0.556,11,-7.116,1,0.0361,0.0856,0.000279,0.0911,0.381,99.985,273600,4,1
Brandon Heath,The Harvester,1ATyzYoubATuaS3wKsBePw,31,2012,alt-rock,0.567,0.571,4,-6.992,0,0.026,0.431,2.95e-06,0.0923,0.178,100.986,255960,4,2
OK Go,Needing / Getting - Video Version,0FAwQPMutHDBki4JMIuARk,28,2012,alt-rock,0.418,0.918,2,-3.193,1,0.266,0.188,0.00136,0.105,0.191,93.401,236907,3,0
Peace,1998 (Delicious),5eqzXinSklkN4gId6EQUAR,41,2012,alt-rock,0.47,0.707,1,-7.477,0,0.0419,0.01,0.677,0.37,0.165,122.042,608280,4,3
Chris August,Center of It,2LhBYbkGgmfT3GQYRMYObz,31,2012,alt-rock,0.46,0.657,7,-3.679,1,0.0523,0.0756,0.000235,0.0866,0.593,175.903,183813,4,2
The Vaccines,Teenage Icon,4f3phKXMCHPgLkGVVwMe5V,43,2012,alt-rock,0.425,0.933,7,-3.111,1,0.0531,0.00017,0.00306,0.159,0.656,104.144,184240,4,1
Ciro y los Persas,Mírenla,0WuKq2LiraBFney78dzwoc,63,2012,alt-rock,0.632,0.717,2,-6.924,1,0.0272,0.0253,0.000661,0.191,0.832,161.011,256191,4,1
Jack White,Trash Tongue Talker,217rtpQoU3DlKfhvpwTqNQ,32,2012,alt-rock,0.495,0.781,9,-10.51,1,0.0345,0.00938,0.00745,0.107,0.699,142.266,200360,4,1
Runner Runner,I Can't Wait (Be My Wife),3twqcJbFx445BA5hgiHjmC,31,2012,alt-rock,0.549,0.394,6,-8.945,1,0.0343,0.55,0.0,0.11,0.448,84.054,237347,4,1
The Flatlanders,Dallas,72ZCJnJ62wQCGc1OExu2E2,30,2012,alt-rock,0.553,0.378,4,-8.363,1,0.033,0.514,0.0,0.0928,0.374,114.904,181613,4,2
Die Antwoord,Hey Sexy,1D1P9GXZKRoPcxx96FVOZ4,38,2012,alt-rock,0.436,0.855,11,-4.594,1,0.404,0.0496,0.0,0.164,0.493,174.058,308773,4,0
Passion Pit,Mirrored Sea,2NvAdwDIQ71uXIWZkr6tIO,30,2012,alt-rock,0.542,0.855,5,-6.13,0,0.0427,0.00138,0.0614,0.294,0.585,136.035,246280,4,1
Celldweller,So Long Sentiment,5RyJ7vWgle4QdrToTGGc1Y,36,2012,alt-rock,0.576,0.849,9,-4.277,0,0.0413,0.0666,1.76e-05,0.345,0.168,90.017,366751,4,2
No Doubt,Looking Hot,0DRvLkBUlGjEQUQKr1uP4M,34,2012,alt-rock,0.606,0.885,7,-4.014,0,0.0454,0.000824,0.0124,0.124,0.414,127.958,282600,4,1
AWOLNATION,Sail - LED Remix,1DqGEFrotFhhPsowbbiSJf,31,2012,alt-rock,0.665,0.767,1,-6.001,1,0.0731,0.0549,0.0289,0.118,0.443,140.031,261046,4,1
Disciple,O God Save Us All,1j7I1v1fcz0UTH39uc1wUO,29,2012,alt-rock,0.58,0.91,8,-3.178,1,0.0929,0.00027,0.0,0.411,0.6,130.011,198787,4,1
My Darkest Days,Gone,3XD9D81OXJEOK6zdipznC1,32,2012,alt-rock,0.464,0.723,1,-4.619,1,0.0253,0.000112,0.0,0.0789,0.217,78.011,210573,4,2
Joyce Manor,Video Killed The Radio Star,2KZC69vFLr3G0KRoBkNuxK,30,2012,alt-rock,0.427,0.982,4,-4.309,0,0.0703,0.000104,0.00074,0.285,0.626,124.75,136520,4,2
Dread Mar I,Estoy Bien Solo,4Lm2SVSEx34CunTzsXIU77,48,2012,alt-rock,0.611,0.393,7,-14.755,1,0.0593,0.016,1.13e-05,0.0885,0.883,170.011,258769,4,1
Passion,White Flag - Live,5YNmknKdW8Ye3Op3fNu3Z6,31,2012,alt-rock,0.397,0.744,8,-5.174,1,0.0361,0.000255,0.000203,0.425,0.143,166.069,303800,4,2
Royal Bliss,I Love You,3e2q1TijUvolULX7k9LmBM,31,2012,alt-rock,0.616,0.738,8,-5.651,0,0.0333,0.0057,0.0,0.359,0.448,126.965,223206,4,1
Hoobastank,This Is Gonna Hurt,4e3VRzXK40MUwbPfogchrz,31,2012,alt-rock,0.429,0.933,6,-3.979,0,0.05,0.000395,0.0,0.284,0.431,88.99,232253,4,2
Hillsong UNITED,The Stand - Live,54ph2dpwsRyO1J5AwaSXIB,28,2012,alt-rock,0.179,0.852,2,-5.204,1,0.0518,0.00718,4.61e-06,0.709,0.167,143.847,294573,4,2
DIIV,Sometime,17mF6ubjjFiob3M6jyeU23,34,2012,alt-rock,0.343,0.985,7,-4.366,0,0.102,0.407,0.753,0.181,0.292,142.874,185600,4,3
Moon Taxi,Mercury,0YSbb5M5lrbMFWTvh1QAB8,28,2012,alt-rock,0.368,0.834,5,-5.536,1,0.0661,0.0116,0.000115,0.206,0.192,80.803,225840,4,2
Chris August,Restore,0C3mIbHaRJxzraUSR2hUXF,30,2012,alt-rock,0.362,0.639,4,-5.348,1,0.0311,0.155,9.36e-05,0.1,0.254,179.742,239227,4,2
My Darkest Days,Again,04iq3WCwkHZSRH4xHfxNgY,31,2012,alt-rock,0.519,0.922,6,-2.985,1,0.0409,2.51e-05,3.48e-06,0.248,0.458,112.037,216253,4,1
my bloody valentine,sugar,16NOmBR3raJY5sHconK8yS,27,2012,alt-rock,0.461,0.799,2,-7.351,0,0.0401,2.35e-06,0.921,0.156,0.198,108.345,256453,4,3
Monsieur Periné,Suin Romanticon,50ikhv8M3yUnoNW9dUEXxy,44,2012,alt-rock,0.721,0.634,10,-11.72,0,0.0569,0.145,0.15,0.22,0.821,112.149,188341,4,1
Ciro y los Persas,Me Gusta,67Q93kXygxCskeQiIP0V0j,64,2012,alt-rock,0.643,0.813,2,-5.976,1,0.0272,0.0204,5.48e-05,0.131,0.706,131.997,289654,4,1
Black Veil Brides,F.E.A.R. Transmission 1: Stay Close,6n6CG3NYv6yRvaFeaIBr2h,31,2012,alt-rock,0.408,0.778,3,-10.554,1,0.0596,0.763,0.761,0.922,0.488,111.028,35373,4,3
The Flaming Lips,Children of the Moon (feat. Tame Impala),5Mf8N03cwVWG0p7vcP75qR,30,2012,alt-rock,0.437,0.896,9,-6.058,0,0.0814,0.111,0.183,0.514,0.185,119.986,332267,4,2
Codeine,Atmosphere,1S6rJx88kWeVGFVnak4BwU,32,2012,alt-rock,0.187,0.238,2,-13.709,1,0.0387,0.148,0.712,0.0942,0.253,181.101,297107,4,3
Angel Olsen,Acrobat,5AKMXbvcCec4AddAZskCkq,32,2012,alt-rock,0.307,0.144,4,-14.15,1,0.037,0.958,0.000535,0.107,0.416,81.926,217789,3,2
Bush,Glycerine (Live) [feat. Gwen Stefani],4VsClQxmqKJndZnX6tNBi9,32,2012,alt-rock,0.255,0.764,5,-2.494,1,0.059,0.247,0.0,0.484,0.413,114.899,278333,4,2
Tenacious D,They Fucked Our Asses,4PfHuTNKpHQ6hZjT5yRp3a,36,2012,alt-rock,0.465,0.567,5,-6.119,1,0.0342,0.406,0.00131,0.107,0.335,112.039,67280,4,2
Tremonti,You Waste Your Time,2syJXbgpLC88qJBQLWajTa,35,2012,alt-rock,0.295,0.977,1,-4.134,1,0.158,1.29e-05,0.0198,0.139,0.229,97.045,227288,4,2
Cultura Profética,Population Disorder / Tempestad Tranquila / Ideas Nuevas - En Vivo,23jnxVzlzYjpX2YZtnrjdA,37,2012,alt-rock,0.721,0.842,11,-3.899,0,0.0461,0.155,0.00176,0.895,0.684,133.951,524893,4,1
WALK THE MOON,Tête-À-Tête,6ODCQb9d8HTeyx1nQDkEbb,29,2012,alt-rock,0.662,0.839,9,-4.781,1,0.0447,0.0164,1.82e-05,0.104,0.668,116.044,171787,4,1
Flyleaf,Saving Grace,67IcKElEdA7nx5PHfW6tI5,30,2012,alt-rock,0.448,0.948,6,-3.903,1,0.039,8.94e-05,0.000373,0.073,0.331,152.054,224427,4,2
Helvetia,Nothing In Rambling,5I37l1pH6id6fu4Woas4hZ,32,2012,alt-rock,0.518,0.602,11,-9.657,1,0.0312,0.114,0.681,0.214,0.887,202.6,215253,4,3
Throw The Fight,Bloodshot Eyes,2uAp52gYklqhBR2MfHVK6K,35,2012,alt-rock,0.422,0.877,6,-5.192,0,0.054,0.000197,0.0,0.362,0.43,93.13,209340,4,2
Francesca Battistelli,You're Here,36RZFJ2VIx6dKs8ANTegX4,29,2012,alt-rock,0.373,0.367,1,-8.406,1,0.0283,0.753,1.63e-06,0.197,0.168,83.321,254813,4,2
Luminate,Heal This Home,1k8ckIqbC4xkyFdgQjkFyw,31,2012,alt-rock,0.61,0.871,0,-4.711,1,0.0325,0.0114,0.0,0.258,0.449,140.012,219107,4,1
Tenacious D,Deth Starr,6HlvclxPUkFrnNbalzJZ4e,34,2012,alt-rock,0.34,0.885,11,-5.016,0,0.242,0.0319,0.0,0.364,0.171,171.794,284933,4,0
"Phillips, Craig & Dean",Here I Am To Worship,01W2OYKRIy3tBw1g7XYgYC,29,2012,alt-rock,0.44,0.547,0,-7.594,1,0.0313,0.0861,0.0,0.143,0.448,164.948,232773,4,2
The Menzingers,Nice Things,0b5v7cgizvfM1qZRiYTjyY,31,2012,alt-rock,0.465,0.876,10,-5.784,1,0.0465,0.00211,0.000102,0.29,0.193,176.056,208293,4,2
Red Hot Chili Peppers,Love of Your Life,04ZUQ7G8Aa0B7wvg12ypuw,37,2012,alt-rock,0.502,0.58,7,-6.48,0,0.0294,0.0198,1.56e-05,0.204,0.446,109.509,246827,4,2
Bloc Party,Truth,2vpU7oz2bC243F0RxUe9ws,38,2012,alt-rock,0.459,0.902,7,-5.615,1,0.0327,0.000131,0.269,0.504,0.691,148.037,240373,4,2
Three Souls In My Mind,Abuso de Autoridad,2YOz9ahfbrr93hvnBDTySd,42,2012,alt-rock,0.434,0.721,0,-10.118,1,0.0527,0.00384,0.00068,0.136,0.933,150.488,121707,4,1
TobyMac,Lose Myself,7vKHSKGViYFWUSU44dJpzm,30,2012,alt-rock,0.621,0.888,6,-3.626,1,0.0277,0.00276,0.0,0.144,0.406,134.022,254398,4,1
P.O.D.,Higher,6jlQBh3PNUWRUHsATIfQWU,35,2012,alt-rock,0.481,0.884,7,-2.818,0,0.0567,0.00072,0.0,0.0864,0.779,166.01,202240,4,1
Hiss Golden Messenger,Dreamwood,2wRqe08bxjvX70JgNs55uA,31,2012,alt-rock,0.527,0.255,0,-17.056,1,0.0272,0.759,0.855,0.0843,0.0983,101.051,209741,4,3
Saint Motel,Honest Feedback,33oiIHbV9SlEjoEcAbssYl,29,2012,alt-rock,0.434,0.946,2,-4.433,1,0.103,0.0019,0.36,0.351,0.633,137.946,222293,4,3
Incubus,Warning,59zsmxcKTMoPkFGGR6Wqqf,27,2012,alt-rock,0.492,0.553,11,-7.036,1,0.0251,0.00109,0.000106,0.0948,0.218,81.034,279280,4,2
Neko Case,Nothing To Remember,2O9E13OdEzFGBr8EaK6PJH,31,2012,alt-rock,0.426,0.49,1,-10.606,1,0.0372,0.184,0.000299,0.0764,0.316,140.02,178640,4,2
Pinback,Proceed to Memory,1Sh0qmOQIhZBZ9inVlJGgg,27,2012,alt-rock,0.651,0.726,2,-9.185,1,0.0266,0.0154,0.0176,0.115,0.664,120.012,231227,4,1
The Shins,Port Of Morrow,3Try68sPCVOlmX0B5o57ZT,30,2012,alt-rock,0.578,0.554,0,-8.469,1,0.0294,0.134,8.07e-05,0.0654,0.324,121.022,349693,4,2
Stone Sour,Last of the Real,5hGijWiJRedcgP9I3xdD6q,34,2012,alt-rock,0.648,0.987,3,-3.472,0,0.115,0.00015,0.000906,0.0771,0.345,115.999,181013,4,1
Flyleaf,Green Heart,0mGefmMPY0MsG2fyOztKml,29,2012,alt-rock,0.443,0.994,1,-3.059,1,0.115,4.65e-05,0.0,0.441,0.224,123.003,163080,3,2
Parabelle,Tear the Blue,5JqEAJmqaQpHxFpOoNGm3A,30,2012,alt-rock,0.359,0.852,11,-5.322,0,0.0562,0.00731,0.0,0.167,0.544,171.939,212573,3,2
The Revivalists,When I Die,1D9xlM5wPXj3SVwS5niB0D,27,2012,alt-rock,0.654,0.837,9,-4.862,0,0.0421,0.146,0.0117,0.0597,0.73,120.018,249797,4,1
The Killers,A Matter Of Time,6LYNOWzGwVZmi64kwtWLx7,35,2012,alt-rock,0.339,0.923,11,-5.26,0,0.0808,0.00175,0.184,0.1,0.223,141.788,251573,4,2
Moderatto,Me Caes Perfecto,7BfhJ6Aiqe2VNkE6w1E2gr,47,2012,alt-rock,0.675,0.81,0,-5.49,1,0.0297,0.239,6.52e-05,0.32,0.54,131.983,246809,4,1
DON BROCO,Priorities,2ByZVBUQhrxbZEmypji1sw,28,2012,alt-rock,0.404,0.918,7,-3.624,1,0.0803,0.00966,0.0,0.339,0.55,185.198,218880,4,2
Kari Jobe,What Love Is This,4B3pLk6FnWoT0k40ILVMI5,32,2012,alt-rock,0.481,0.194,8,-8.511,1,0.0357,0.931,0.0,0.144,0.189,121.658,269347,4,2
León Larregui,Aurora Boreal,0dJ5iH0XE8BiDnpBia7xvA,29,2012,alt-rock,0.797,0.522,11,-9.052,0,0.0464,0.174,0.131,0.162,0.915,123.026,218373,4,1
Stone Sour,RU486,2JJKQgDYund4K8pt70jcLk,34,2012,alt-rock,0.539,0.969,1,-4.445,1,0.172,0.000216,0.0177,0.0441,0.461,166.996,262013,4,0
Neon Trees,Mad Love,6FASyzYZgZ2Vpn1aWPdMoG,29,2012,alt-rock,0.554,0.816,0,-5.064,1,0.0294,0.00622,0.000688,0.229,0.761,139.973,190360,4,1
Dread Mar I,Tu Soldado,2MoFgRCvQMBy6cgw55oQvV,46,2012,alt-rock,0.699,0.271,0,-14.561,1,0.0679,0.303,0.0,0.131,0.94,76.881,181499,4,1
Jason Isbell and the 400 Unit,Danko / Manuel - Live,3CI6GJBhdK4MDWsQggt3og,29,2012,alt-rock,0.529,0.348,6,-9.319,0,0.0285,0.229,0.0114,0.877,0.236,112.809,480040,4,2
Red Hot Chili Peppers,A Teenager in Love - 2012 Remaster,5kuvOXaO2WiHwES81fSeu3,33,2012,alt-rock,0.519,0.773,1,-6.609,1,0.0428,0.423,0.000357,0.0991,0.745,77.071,180067,4,1
Papa Roach,Wish You Never Met Me,25WjwnIXMtIOT7XvDelB42,34,2012,alt-rock,0.529,0.912,6,-6.046,0,0.0487,0.00114,2e-05,0.0975,0.484,102.751,245840,3,1
Marilyn Manson,Slo-Mo-Tion,4VoP6Ed9b7G80QLv5nymNU,33,2012,alt-rock,0.54,0.85,2,-3.721,1,0.0881,0.00625,4.21e-05,0.376,0.573,155.953,264453,4,2
Band Of Skulls,Sweet Sour,71jqHGDtrZCRWCDhodXonC,26,2012,alt-rock,0.419,0.579,9,-8.173,0,0.0519,0.14,0.0,0.248,0.615,126.976,203187,4,2
El Cuarteto De Nos,Cuando sea grande,6Pa10qJeYr5qu777xSieyM,56,2012,alt-rock,0.57,0.874,11,-4.02,0,0.0593,0.0781,0.0,0.0994,0.329,88.893,249987,4,1
Cultura Profética,Bocanada - En Vivo,7sJka3hr6kdXGrxWHIEWUm,37,2012,alt-rock,0.433,0.846,11,-3.484,0,0.0908,0.126,0.000195,0.986,0.492,76.456,269080,4,1
The Killers,Deadlines And Commitments,5qvMfYPAXfxQWDTcSS1YZe,36,2012,alt-rock,0.675,0.722,8,-5.744,1,0.0296,0.0733,0.000167,0.231,0.433,104.986,262120,4,1
Art vs Science,Hollywood,2XM5BNO9TAwjG4w3Fm84VX,31,2012,alt-rock,0.422,0.81,4,-4.851,0,0.037,0.00565,0.241,0.135,0.328,123.376,285186,4,2
The Killers,Prize Fighter,49tHxtAbxR4dcj8ANcC5xY,33,2012,alt-rock,0.504,0.917,10,-3.327,1,0.0393,0.0123,0.0,0.101,0.501,102.0,279560,4,1
Hillsong UNITED,From The Inside Out - Live,4v9GsP0RN8lUeanrULKzjz,27,2012,alt-rock,0.375,0.694,11,-6.803,1,0.0397,0.0409,0.0,0.639,0.303,137.05,318827,4,2
Tenacious D,39,5UlY5EmrTlazh9WMcmivSe,35,2012,alt-rock,0.672,0.708,7,-6.878,1,0.03,0.242,4.41e-06,0.0943,0.348,107.003,316867,4,1
Todd Agnew,Your Great Name,6vlSHQuawej3vHxOr3cqjb,28,2012,alt-rock,0.415,0.572,10,-6.352,1,0.0288,0.0232,0.0,0.203,0.366,147.888,240347,4,2
Hello Seahorse!,Que Nadie Sepa Mi Sufrir,7CaUGvVqPENV2Lgp7ym86D,45,2012,alt-rock,0.669,0.604,5,-7.223,0,0.0277,0.109,0.000779,0.131,0.447,100.038,237173,3,1
The Killers,Heart Of A Girl,0E9HjozMA5x8YjrQ7bJFOm,36,2012,alt-rock,0.378,0.548,7,-7.373,1,0.0367,0.293,0.000233,0.0982,0.458,92.021,274267,4,2
The Menzingers,Sun Hotel,1rWGQYboozi8H7scG68dQR,30,2012,alt-rock,0.381,0.941,8,-4.146,1,0.0447,0.00353,0.146,0.235,0.555,175.998,230920,4,2
H-Blockx,Gazoline,4SUo3U8C2B6XzrweT34rtg,33,2012,alt-rock,0.408,0.956,11,-4.579,0,0.109,5.88e-05,0.00101,0.366,0.462,170.121,191400,4,2
Incubus,Nice to Know You,4ReEReMxbuTo7z33sPtqWd,27,2012,alt-rock,0.496,0.874,2,-4.446,1,0.0565,0.00212,2.62e-05,0.129,0.188,153.964,283653,4,2
Black Veil Brides,Unbroken,09awk7Dba5hNkELAnZJc0i,26,2012,alt-rock,0.535,0.954,1,-4.581,0,0.0524,0.000352,0.0024,0.219,0.365,107.968,207933,4,2
WALK THE MOON,Anna Sun - Live From Spotify NYC,3Syg4GwsW6yFeTbZUqWvYS,30,2012,alt-rock,0.542,0.656,10,-10.246,1,0.127,0.33,0.0,0.667,0.558,139.473,287040,4,2
Kevin Johansen,Baja a la Tierra (feat. Lila Downs),44OP8tosI4ufd6XuUQvx0a,48,2012,alt-rock,0.599,0.415,2,-11.019,0,0.0562,0.271,6.83e-06,0.0802,0.201,82.063,202907,4,1
Beth Orton,Call Me the Breeze,3dP1f7L5XyiX5q2LB8Ywsg,38,2012,alt-rock,0.578,0.562,11,-11.055,0,0.036,0.778,0.358,0.104,0.265,122.345,232040,4,2
Cultura Profética,¿Qué Será? / Ritmo Que Pesa / Suelta los Amarres / Revolución en Estéreo / Lo de Más - En Vivo,09BZvRoyzf58jpjBStkEzg,35,2012,alt-rock,0.519,0.796,6,-3.692,0,0.0747,0.232,3.74e-05,0.975,0.645,143.636,834547,4,1
The Shins,Bait And Switch,3kQoWDsseAkLlx2grDjVcm,29,2012,alt-rock,0.53,0.835,4,-5.464,0,0.0477,0.0151,2.91e-06,0.0946,0.608,158.888,203267,4,2
Ty Segall,Time,5SwX4IIQkl4IRmSzCCVOag,31,2012,alt-rock,0.397,0.46,2,-9.209,1,0.0264,0.00328,0.145,0.0644,0.338,143.258,251600,4,2
Tenacious D,Rock Is Dead,75eL0pWirJSefakRN3nlpn,36,2012,alt-rock,0.448,0.96,2,-3.685,1,0.15,0.0294,0.0,0.0667,0.338,120.132,103040,4,2
