artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Mickey & Sylvia,Love Is Strange,3Jfz8DTAMpKNUQ4Mf3qoYL,46,2012,blues,0.635,0.534,0,-11.216,1,0.0311,0.648,3.64e-06,0.0896,0.784,121.486,173880,4,1
Gary Clark Jr.,Numb,3HyiHXZdB5CQTTtxIXYwJs,38,2012,blues,0.247,0.874,2,-3.398,0,0.0545,6.2e-06,0.0709,0.411,0.305,138.686,326387,4,2
Snowy White,Slabo Day,6XaNSS7E0cJwuBAV7epBi9,50,2012,blues,0.504,0.398,9,-15.462,0,0.0266,0.143,0.769,0.442,0.484,90.968,315811,4,3
Anders Osborne,Mind Of A Junkie,2PlyKOVrH0WYU0hFLrKsVr,39,2012,blues,0.532,0.594,9,-6.638,0,0.0301,0.182,0.000837,0.116,0.331,112.03,449147,4,2
The Sheepdogs,Feeling Good,1BWNpziDWyAMfGdKC2ydS6,46,2012,blues,0.52,0.889,0,-5.216,0,0.0931,0.00956,1.67e-06,0.268,0.385,126.238,190133,4,2
Omar and The Howlers,"Honest I Do (feat. Gary Clark, Jr.)",7FmfpB1TgA8hi3etdffflO,43,2012,blues,0.72,0.412,9,-8.139,1,0.0305,0.421,0.00071,0.102,0.463,111.444,141107,3,1
Doyle Bramhall,Change It,5WxXM1ckkYx0fTFnQjQKHo,42,2012,blues,0.603,0.699,5,-8.241,1,0.0369,0.0143,0.0,0.368,0.57,104.471,182600,4,1
Alabama Shakes,Hang Loose,5cDHV67TxLrdz4ITUVQswH,38,2012,blues,0.626,0.852,4,-4.767,1,0.0337,0.329,0.0109,0.0971,0.393,119.816,144200,4,1
Philip Sayce,Alchemy,3WfjYZbJiVpdjPdeduMLFX,45,2012,blues,0.547,0.549,3,-6.431,0,0.0279,0.0298,0.716,0.153,0.145,114.797,306667,3,3
Vick Allen,Soul Music,4oW2r1KLUckzXrofvgh95E,35,2012,blues,0.657,0.675,2,-5.536,1,0.0283,0.0888,6.15e-06,0.444,0.883,88.021,251000,4,1
The Touré-Raichel Collective,Azawade,7dHowm9WlK1gOuEuM0bd7m,46,2012,blues,0.349,0.44,5,-13.135,0,0.0422,0.528,0.866,0.111,0.31,169.356,492320,4,3
Tedeschi Trucks Band,Midnight In Harlem (Swamp Raga intro with Little Martha) - Live,72UfjeC5R2SWpe9TTzwhKT,39,2012,blues,0.307,0.381,4,-12.349,1,0.0408,0.449,0.0725,0.962,0.234,150.358,623387,4,2
Beth Hart,Caught Out In The Rain,7nAlg457jECNXuwbxMRkPB,49,2012,blues,0.38,0.279,2,-11.842,0,0.0427,0.651,0.0603,0.0823,0.139,150.53,433200,3,2
Ben Miller Band,Get Right Church,5qX4r5vT9bY8xMsiKuZhQn,40,2012,blues,0.481,0.888,1,-4.986,1,0.0534,0.0146,0.00449,0.0972,0.593,105.781,224227,4,1
Bonnie Raitt,Right Down The Line,1ciDeTaBbYEP3aBj2Eu5X4,40,2012,blues,0.674,0.643,5,-6.819,1,0.0309,0.26,0.0017,0.143,0.713,125.272,327760,4,1
Grace Potter & The Nocturnals,The Lion The Beast The Beat,6aSIJ3DHO1NpseR7yH89vT,36,2012,blues,0.289,0.843,11,-8.108,0,0.0547,0.000151,0.0452,0.421,0.28,135.028,326240,4,2
John The Conqueror,Southern Boy,2mLhr22v1vhaYGuAn11Hlz,41,2012,blues,0.499,0.82,9,-6.292,1,0.0513,0.157,3.17e-05,0.202,0.677,137.98,204880,4,1
Omar and The Howlers,"I Gotta Let You Go (feat. Gary Clark, Jr.)",5fuMwHFFrme5gzjYRf5cI9,40,2012,blues,0.695,0.62,9,-8.965,1,0.0459,0.0783,0.00633,0.113,0.558,114.49,189040,4,1
The Reverend Peyton's Big Damn Band,Something for Nothing,1h80qNOdawNexSq9eloW4t,41,2012,blues,0.695,0.639,10,-5.724,0,0.025,0.0559,0.676,0.1,0.342,111.138,219280,4,3
The Reverend Peyton's Big Damn Band,Devils Look Like Angels,2FN1mSfq7Kwk5VITuIOwyR,39,2012,blues,0.674,0.793,7,-4.271,0,0.0256,0.0263,0.818,0.1,0.739,91.003,165853,4,3
Gary Clark Jr.,Third Stone from the Sun / If You Love Me Like You Say,6B7aI3crr9n5B2bXkrAfVN,32,2012,blues,0.392,0.851,4,-3.486,1,0.0841,0.00519,0.241,0.139,0.246,86.6,578000,4,2
Taj Mahal,Further On Down The Road,7cVFWWqcjEQ7gwnQVLQ2dP,36,2012,blues,0.534,0.616,7,-7.751,1,0.0979,0.0502,0.000492,0.976,0.486,172.811,300040,4,2
Joe Walsh,Analog Man,11CK9ToNAdYPI15q2Jkp2D,39,2012,blues,0.633,0.731,2,-3.901,1,0.032,0.306,0.000124,0.168,0.664,124.0,242987,4,1
Marcia Ball,Good Rockin Daddy,7ITgUXSzD9VMKyT9RO9rxm,38,2012,blues,0.625,0.78,2,-6.21,1,0.073,0.113,0.0,0.533,0.963,122.647,140000,4,1
Lincoln Durham,Last Red Dawn,6Rq3uLeRGD3LrQUeaYJCvt,35,2012,blues,0.66,0.499,9,-8.133,1,0.032,0.251,0.0,0.156,0.814,81.048,190960,4,1
Dr. John,Getaway,2O1oJdVuEmcowIuUATTtDn,37,2012,blues,0.27,0.866,5,-4.99,0,0.0642,0.445,0.0324,0.0902,0.623,81.428,275480,4,2
Zuzu Bollin,Why Don't You Eat Where You Slept Last Night?,2WdjmV6o9JeFqQIKQvF2ej,40,2012,blues,0.606,0.393,10,-16.296,1,0.0506,0.736,0.69,0.0823,0.832,131.863,174133,4,3
All Them Witches,Elk.Blood.Heart,5PMpxJQfyrMPTfdEmyohky,40,2012,blues,0.425,0.437,2,-8.133,0,0.0354,0.0732,0.00242,0.32,0.137,131.795,352074,3,2
Brother Dege,Too Old To Die Young,6uBETSZKESX7UziMYjQ2jH,33,2012,blues,0.735,0.578,2,-6.329,0,0.0292,0.0477,0.00023,0.231,0.736,111.99,223213,4,1
ZZ Top,Chartreuse,6Q1zqRC5160b9hIlSaZndu,42,2012,blues,0.535,0.919,5,-2.271,0,0.0621,0.0415,0.0215,0.608,0.359,136.029,177400,4,2
The Bones of J.R. Jones,Sing Sing,4xkizGC7cjo4clM8izidFW,44,2012,blues,0.636,0.602,6,-9.111,0,0.0711,0.87,0.0663,0.128,0.696,119.125,168443,4,1
Robert Cray,Blues Get Off My Shoulder,5N9b9rKNdw121DXV3IR159,40,2012,blues,0.523,0.717,5,-3.84,1,0.0353,0.0874,0.000999,0.0866,0.313,114.007,194440,3,2
Elle King,Playing For Keeps,5Sp4KSxDacrlkiS4v2eEgc,36,2012,blues,0.645,0.888,9,-4.774,0,0.0408,0.109,0.0,0.102,0.591,95.014,217307,4,1
Wendell B,We Stepping Out Ta Night,5yHfBb0WQaED1bdLugCuha,32,2012,blues,0.783,0.554,11,-4.854,0,0.152,0.0129,0.0,0.0956,0.541,95.001,302003,4,1
Fats Domino,Jambalaya - On the Bayou,5UzBH9eW6D8rP0TC69vL7p,31,2012,blues,0.628,0.907,6,-5.486,0,0.0624,0.821,0.00072,0.229,0.962,75.381,146599,4,1
Alabama Shakes,I Ain't The Same,3KovbvpV7cqIw4gg2CihPu,33,2012,blues,0.452,0.725,11,-3.457,1,0.0434,0.22,0.000345,0.0672,0.705,106.152,175800,4,1
Snowy White,Red Wine Blues,1KhAE9F2h5arZLOjE2yg05,47,2012,blues,0.548,0.376,0,-16.703,0,0.057,0.433,0.462,0.353,0.367,86.097,284289,4,3
John The Conqueror,All Alone,4QcFM4sEayM4QjvIQjF3bE,37,2012,blues,0.582,0.469,7,-9.062,1,0.0266,0.387,0.00787,0.0809,0.617,140.191,229720,4,1
Doyle Bramhall,I Can See Clearly Now,3jSSaXsz0eHR911sN5feum,41,2012,blues,0.601,0.711,8,-7.664,1,0.0289,0.05,0.0,0.0672,0.815,112.913,252573,4,1
Tedeschi Trucks Band,Everybody's Talkin' - Live,1xzMxHXO9lJ91Qg29Cu7Nl,32,2012,blues,0.466,0.792,4,-7.99,1,0.0604,0.441,1.43e-05,0.877,0.721,103.527,331187,4,1
Robert Cray,(Won't Be) Coming Home,12xd9vbV1Z2ZHkezUQnusF,41,2012,blues,0.69,0.788,2,-4.437,0,0.0242,0.0543,0.00281,0.255,0.465,89.007,292427,4,1
The Falcons,You're So Fine,3Wpm4PjUt4SMbc16oNuJdb,32,2012,blues,0.65,0.385,1,-9.751,1,0.0361,0.853,0.0,0.0934,0.735,116.025,149040,4,1
Roy Brown,Good Rockin' Tonight,6tTyoUKse9egtto8Ceim7S,34,2012,blues,0.539,0.353,0,-9.978,1,0.0781,0.8,2.63e-06,0.215,0.848,146.17,181253,4,1
The Heavy Eyes,These Men Are Wolves,08DZuxXC80ROlob6maOCdn,38,2012,blues,0.315,0.765,2,-5.576,0,0.0387,0.000633,0.0768,0.0428,0.677,81.916,167000,4,1
Gary Clark Jr.,The Life,689PqOWdSatOVBZhAZ180C,31,2012,blues,0.682,0.796,2,-3.129,1,0.0423,0.0172,0.0,0.159,0.761,90.009,305867,4,1
Donnie Ray,A Secret Is So Hard to Keep,023bFR27InJBNnY9Shs9RB,31,2012,blues,0.601,0.627,0,-9.83,1,0.0313,0.0442,4.37e-06,0.349,0.379,132.072,301493,4,2
Joe Walsh,Lucky That Way,39EBgH6K1x25cmwwvwpR0z,38,2012,blues,0.622,0.665,7,-3.694,1,0.0235,0.0193,0.0,0.0878,0.449,96.003,254533,4,1
Amadou & Mariam,Dougou Badia (feat. Santigold),2q13RcxaqEhLAbUKbWufia,40,2012,blues,0.474,0.725,9,-5.998,1,0.0365,0.0709,0.000196,0.152,0.441,163.02,234547,3,2
Marcia Ball,A Fool in Love,3GbqvOIug45qoTcl8aAS3l,36,2012,blues,0.707,0.829,5,-6.064,1,0.0454,0.452,0.0,0.219,0.893,129.869,196240,4,1
Sweet,Love Is Like Oxygen - Alternate Version,4P90OxmWTJI5uAt9e65lMV,37,2012,blues,0.482,0.628,9,-8.358,0,0.069,0.372,0.000249,0.307,0.313,126.53,379853,4,2
Alabama Shakes,Rise To The Sun,4jdBFqrhH2ed69JnR1H27e,32,2012,blues,0.472,0.823,7,-5.534,1,0.0842,0.627,0.0104,0.0924,0.67,125.86,188613,4,1
The Spaniels,"Goodnight, Sweetheart, Goodnight",39fKBKaFNMiUEvgdBXppxV,31,2012,blues,0.564,0.265,7,-12.417,1,0.0489,0.61,0.0,0.205,0.448,73.087,164147,4,1
Joe Louis Walker,Too Drunk To Drive Drunk,3cXAJHZCL2YDWWlZzBXlmv,39,2012,blues,0.641,0.943,4,-3.0,1,0.14,0.0893,0.0211,0.0789,0.872,144.799,236747,4,1
Elle King,Good to Be a Man,3OarXLVTCRwSjNosUM3R5n,32,2012,blues,0.554,0.564,7,-6.143,1,0.0355,0.678,0.000106,0.11,0.613,154.633,168987,4,1
All Them Witches,Heavy/Like a Witch,3N02rdKYcUq6nabDpCRv7v,36,2012,blues,0.323,0.903,0,-6.537,1,0.125,0.00249,0.571,0.104,0.255,152.827,347875,4,3
"Goodnight, Texas",Submarines,0gXHNGr18CCB3hP6jtU87j,33,2012,blues,0.575,0.291,9,-11.739,1,0.0458,0.576,0.00487,0.0641,0.584,146.607,164680,4,1
Bigg Robb,Lets Straighten It Out,76ISxx1fpRyfrjLSQQ6pb4,30,2012,blues,0.763,0.542,7,-3.984,0,0.0721,0.0136,6.07e-06,0.0345,0.805,160.956,287429,4,1
Alabama Shakes,You Ain't Alone,6ztmULOCCXDLtuixz29GYz,32,2012,blues,0.434,0.491,5,-5.991,1,0.0343,0.789,0.0567,0.114,0.343,118.44,284600,3,2
Gary Clark Jr.,Next Door Neighbor Blues,0cJh6Ghx9Hy5nw9Cvo3ytn,30,2012,blues,0.654,0.905,7,-5.769,1,0.0898,0.463,0.613,0.11,0.648,83.469,181240,4,3
Roy Buchanan,Soul Dressing - Live,2mWcuRLeE4tNM6EfUbQPXP,35,2012,blues,0.546,0.71,9,-9.312,0,0.0531,0.691,0.579,0.706,0.816,109.959,369573,4,3
The Dubs,Could This Be Magic,4OkVQKZpYeuZaCJ7pjNGMc,31,2012,blues,0.345,0.304,1,-9.744,1,0.0296,0.718,0.0,0.0869,0.553,109.892,138213,1,2
Ms. Jody,Just Let Me Ride,25RAA2pem9Ql8sA4b3z8Ri,30,2012,blues,0.889,0.797,5,-8.453,0,0.034,0.112,0.000482,0.0571,0.963,113.986,252920,4,1
The Five Satins,In the Still of the Night,5XiWLaXiajWLXnQWN7fUWy,32,2012,blues,0.51,0.375,5,-11.565,1,0.0297,0.838,0.0,0.115,0.271,71.045,185333,4,1
Alabama Shakes,Be Mine,4nGil2gSvOVDRFGb1julsJ,32,2012,blues,0.442,0.791,4,-5.167,1,0.0596,0.176,9.53e-05,0.121,0.459,71.224,254760,4,1
Gary Clark Jr.,Soul,5nDMuBPskb181TOTHrQPXb,30,2012,blues,0.449,0.548,11,-6.444,1,0.0286,0.0168,0.129,0.136,0.478,90.487,375213,4,1
Doyle Bramhall,Too Sorry,7fI34pVWhQrqm1lnBX5FvV,35,2012,blues,0.627,0.808,9,-7.497,1,0.0377,0.0296,1.13e-05,0.246,0.958,116.411,165800,4,1
Gary Clark Jr.,Things Are Changin',231ECXHMAbYiZ9R9ZYUlW2,29,2012,blues,0.762,0.573,2,-7.479,1,0.0262,0.00246,3.65e-05,0.269,0.513,90.982,239720,4,1
B.B. King,"Everyday I Have The Blues - Live At The Regal Theater, Chicago/1964",03tX4adEVmLXjPaKaaWjG0,38,2012,blues,0.4,0.686,5,-10.069,0,0.0867,0.508,0.0,0.661,0.734,163.597,158787,4,2
Lynyrd Skynyrd,Homegrown,2ee8NO9JDSFOkPIMwYCtvg,36,2012,blues,0.619,0.83,8,-3.656,1,0.0416,0.000161,0.275,0.113,0.638,120.061,221107,4,1
Lynyrd Skynyrd,Mississippi Blood,3xgob2TUYaSm1HM1Qhc5k5,36,2012,blues,0.413,0.865,2,-5.126,1,0.0481,0.00569,0.246,0.312,0.593,171.048,177533,4,2
Tab Benoit,I Put a Spell on You,7tfpMfAhlkGvSVmfsSNrCN,29,2012,blues,0.398,0.492,4,-10.333,0,0.0311,0.00986,0.178,0.164,0.391,170.245,293973,3,2
Roy Buchanan,Hey Joe - Live,44uQ9n6xSO7vMA7z8Cciwo,37,2012,blues,0.374,0.661,4,-10.511,0,0.19,0.718,0.247,0.766,0.58,119.633,436413,4,0
Janis Joplin,Me and Bobby McGee,6rtIf2peTj5KMl7o6G0ldg,35,2012,blues,0.513,0.468,2,-10.992,1,0.0401,0.281,5.47e-05,0.14,0.69,93.032,269787,4,1
"Crosby, Stills & Nash",Teach Your Children,6ccpUpnE0jpMhndw9DSVPA,33,2012,blues,0.264,0.619,2,-11.44,1,0.164,0.844,0.000226,0.341,0.429,149.657,306960,4,2
Bigg Robb,Sugar Shack (Line Dance Remix) (feat. Mz Jackson),6qyKoY9CfXWP8arx6JDum6,28,2012,blues,0.967,0.666,7,-4.065,1,0.161,0.177,0.000748,0.0512,0.897,116.013,290240,4,1
Mel Waiters,Got No Curfew,7yqzwyCbAsGYNdVWQTLZoL,28,2012,blues,0.8,0.895,0,-3.56,1,0.0638,0.161,0.0,0.293,0.92,99.012,232961,4,1
Gary Clark Jr.,Travis County,2AknZixHH262yq00xcHXKa,29,2012,blues,0.439,0.977,0,-2.509,1,0.0543,0.00251,0.223,0.414,0.69,153.438,218440,4,2
Joseph Huber,Fell Off the Wagon,0tDtaG9pe0bMsjWTySmcPB,31,2012,blues,0.621,0.675,2,-7.864,1,0.0395,0.343,3.13e-06,0.195,0.809,90.062,222394,4,1
"Crosby, Stills & Nash",Southern Cross,0FWWIHr19EorhhTRfU09Om,33,2012,blues,0.397,0.732,2,-8.279,1,0.151,0.659,0.0,0.31,0.631,178.345,309760,4,2
Wendell B,Good Man,1qTZTNMmxuwYVHOEykco4U,28,2012,blues,0.608,0.498,9,-6.395,1,0.306,0.44,0.0,0.0765,0.453,180.1,291084,4,0
Jaye Hammer,Making That Booty Roll,3Uygmi2nz2L6idXMHDG7Dw,28,2012,blues,0.895,0.663,2,-6.814,1,0.0291,0.288,0.000176,0.215,0.946,103.995,273440,4,1
Walter Trout,Pray For Rain,1lE2aVjpBPUcDO1XlmD0yu,35,2012,blues,0.425,0.0863,5,-15.163,1,0.0355,0.962,0.00615,0.124,0.362,154.325,194013,4,2
Snowy White,Midnight Blues,0VLq7EgMEJmqTXP9YDw0Tz,44,2012,blues,0.396,0.278,4,-17.173,0,0.0425,0.493,0.425,0.77,0.138,133.172,524025,4,3
Liya Ag Ablil,Awa adounia,4oYwvjJ2Yq3Yn4Fqgn3uOg,40,2012,blues,0.617,0.827,10,-8.936,0,0.0348,0.125,0.198,0.085,0.846,101.154,284840,4,1
The Sheepdogs,The Way It Is,51zYve1y3XXPHTbMIKFMbz,37,2012,blues,0.548,0.792,2,-5.499,1,0.0385,0.039,1.46e-05,0.0545,0.609,90.299,153733,4,1
Graveyard,Endless Night,2lVsj6uAruC3nHnWZsAoSN,37,2012,blues,0.325,0.901,5,-5.521,0,0.0562,0.00665,0.183,0.16,0.44,112.806,166093,4,2
Anders Osborne,Lean On Me/Believe In You,5t5qtTDpuicYLjpJdwFOcG,28,2012,blues,0.527,0.55,2,-9.419,1,0.0292,0.215,0.00919,0.069,0.502,74.404,250160,4,1
"Crosby, Stills & Nash",Carry On/Questions,6wjif6moAEWNYNtOkhUtJ4,32,2012,blues,0.345,0.788,7,-6.654,1,0.0816,0.484,0.00477,0.955,0.512,130.803,523747,4,2
Lincoln Durham,Clementine,67m6HbC29qInoYmFGcKOMy,28,2012,blues,0.631,0.335,0,-12.25,1,0.0326,0.579,0.000379,0.266,0.844,75.574,202693,4,1
Graveyard,Goliath,2NGuA5PY8i31tC48Epetkc,37,2012,blues,0.291,0.903,0,-4.221,1,0.08,0.00223,0.0833,0.186,0.575,150.12,169573,4,2
Gary Clark Jr.,Ain't Messin 'Round,61VeLzYgLf75bluXdXWbaV,27,2012,blues,0.346,0.952,9,-2.52,1,0.0732,0.000751,0.0198,0.369,0.615,140.468,249413,4,2
Jaye Hammer,Party Mood - Live Mix,6cpYvDcgqViQwHWZqa1p3v,27,2012,blues,0.707,0.526,10,-7.495,0,0.116,0.108,1.5e-05,0.357,0.782,183.976,317000,4,1
Lincoln Durham,Reckoning Lament,4E8glHxSyLvhClV6tmNUYK,28,2012,blues,0.541,0.574,0,-8.464,1,0.0637,0.28,0.0,0.199,0.87,172.118,190613,4,1
Jaye Hammer,Strawberry Ice Cream Woman,4ycoF6xXTc3zHdWt0rgaem,27,2012,blues,0.849,0.579,8,-7.867,1,0.0252,0.0779,0.00033,0.136,0.927,99.989,221853,4,1
Wendell B,When It Don't Make Sense,1PnBq9V6yvfFMElFoGTKd8,27,2012,blues,0.507,0.32,7,-9.842,1,0.0586,0.776,0.0,0.107,0.251,95.623,397559,4,2
Ted Nugent,Fred Bear - The Original,1qCr3yq2qShes8CaOw5R2w,32,2012,blues,0.41,0.931,9,-3.889,0,0.0933,0.15,0.00254,0.0327,0.4,158.17,462533,4,2
Samantha Fish,I Put a Spell on You - Live,5YlIC0TpHRieWCkDvaMSXH,34,2012,blues,0.354,0.322,9,-9.366,0,0.0314,0.0379,0.000923,0.707,0.411,149.13,451160,3,2
Philip Sayce,Blood on Your Hands,6evgkq0zRMQtCnEwHp8MMD,35,2012,blues,0.368,0.854,1,-4.271,1,0.0507,0.000817,0.0512,0.25,0.409,100.77,185360,4,2
Gary Clark Jr.,You Saved Me,0FU2aPc9u6Ae2klbFsgbkI,26,2012,blues,0.478,0.611,7,-5.929,1,0.0299,0.0195,0.0649,0.164,0.558,62.022,371320,4,1
Alabama Shakes,Heartbreaker,3EDnvYuc9DV6wymneM2xKM,27,2012,blues,0.486,0.729,7,-4.299,1,0.0371,0.208,0.0,0.18,0.478,139.133,227440,3,2
10cc,The Worst Band In The World,0orDEh9TN4jkgnDIXJkXnN,35,2012,blues,0.653,0.453,11,-13.259,0,0.156,0.192,0.0048,0.122,0.69,155.748,165227,4,0
Doyle Bramhall,Bird Nest on the Ground,3cZmfDcnb7s0kWNerOPdSg,30,2012,blues,0.695,0.656,0,-6.84,1,0.0263,0.281,0.00344,0.0398,0.89,106.36,264093,4,1
Rosco Gordon,Let's Get High,6MnyLuYZIn81jPtVtGVrTL,31,2012,blues,0.575,0.712,8,-7.802,1,0.0447,0.853,0.000701,0.14,0.717,122.091,159457,4,1
10cc,The Wall Street Shuffle,4ZREMqESEEloSWGdxJySKC,47,2012,blues,0.526,0.536,2,-10.25,0,0.0299,0.0103,0.00359,0.249,0.609,98.054,231147,4,1
The Capris,There's a Moon out Tonight,1BILDfIiSgFh6MvLHjq1Jo,27,2012,blues,0.494,0.452,6,-9.907,1,0.0297,0.882,0.0,0.417,0.603,100.258,134729,3,1
Tab Benoit,Darkness,3pVGNOtcFTx2Lo1ZxjwT2v,26,2012,blues,0.432,0.384,5,-8.824,0,0.0307,0.827,0.145,0.119,0.603,77.535,281920,4,1
Beth Hart,I'd Rather Go Blind - Live - Bonus Track,5qNtuPNYCU4w78vSziWynT,40,2012,blues,0.381,0.502,9,-10.114,1,0.0519,0.58,0.000238,0.697,0.387,143.2,301213,3,2
The Touré-Raichel Collective,Kfar,42KRYHsLD4xVaNEwczVdTW,37,2012,blues,0.36,0.38,11,-13.685,1,0.0389,0.707,0.883,0.0927,0.238,80.224,266507,4,3
Dick & Dee Dee,Tell Me,7BlWK6ZJN4oYqlUKZBz4q0,26,2012,blues,0.44,0.408,7,-9.774,1,0.0271,0.729,2.48e-06,0.0881,0.479,102.095,135907,3,2
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Andrew """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Jr Boy"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Jones""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Whiskey Drinkin' Blues,51Us3goc25GZypfvfLQ3PT,34,2012,blues,0.658,0.569,7,-5.574,1,0.0302,0.195,1.22e-05,0.281,0.454,119.949,273347,3,1
Avail Hollywood,Country Road,0YySJumrThdNvFgGh9ZXzu,25,2012,blues,0.681,0.623,6,-6.801,1,0.144,0.0124,4.49e-05,0.534,0.567,173.019,228409,3,0
Sweet,Fox on the Run - Alternate Version,4FQf1wrg6xlcfxQC7ZTIpy,36,2012,blues,0.591,0.886,3,-4.432,1,0.0657,0.041,0.00796,0.0643,0.547,127.414,198573,4,1
The Heavy Eyes,One Hand On the Buffalo,3a2LaHyp9JhvYz43tJzkz0,32,2012,blues,0.278,0.835,7,-3.607,0,0.0343,0.000477,0.00644,0.15,0.681,72.835,210000,4,1
Grace Potter & The Nocturnals,Never Go Back,66XW1wZC2AKUWu7Sz67p9L,26,2012,blues,0.702,0.714,9,-5.161,0,0.0291,0.00154,0.00293,0.107,0.953,115.036,220640,4,1
Tedeschi Trucks Band,Darling Be Home Soon - Live,6lqiuNyA8DIlvyJAxkcN09,27,2012,blues,0.404,0.385,9,-11.568,1,0.0334,0.486,0.00599,0.704,0.283,81.62,604760,4,2
Alabama Shakes,Boys & Girls,1A2hmJG6PSP92pj42MFm4W,27,2012,blues,0.46,0.201,4,-12.351,1,0.0713,0.914,0.288,0.167,0.158,102.176,205987,3,2
The Sheepdogs,Laid Back,3SEp1uKQpATijJgLyQYvOR,31,2012,blues,0.378,0.706,0,-6.126,1,0.0472,0.182,6.24e-05,0.26,0.499,137.391,210293,4,2
All Them Witches,Right Hand,4KmF9vLhT886a79woNJXWd,31,2012,blues,0.31,0.691,5,-6.545,1,0.0364,0.00607,0.743,0.104,0.338,137.901,353251,3,3
"Goodnight, Texas",I'm Going to Work On Maggie's Farm Forever,6WxNRcGLzzPMad0bbi57vf,28,2012,blues,0.319,0.473,10,-9.097,0,0.03,0.148,0.0,0.0963,0.329,158.858,262080,3,2
